From Type,From Name,Edge,To Type,To Name,Weight,Amount,Year
Private Sector Company,Deutsche Bank,Debt,Private Sector Company,Trump Holdings,1,,
Person,Jeff Sessions,Reports To,Person,Donald J Trump,1,,
Person,Jeff Sessions,Runs,Government Organization,Department of Justice,1,,
Person,Donald J Trump,Owner,Private Sector Company,Trump Holdings,1,,
Person,Donald J Trump,Direct Report,Person,Jeff Sessions,1,,
Government Organization,Department of Justice,Regulatory Action,Private Sector Company,Deutsche Bank,1,,
Private Sector Company,DynCorp,PAC Contribution,Person,John McCain,,"$1,000",1990
Private Sector Company,DynCorp,PAC Contribution,Person,John McCain,,"$1,000",1992
Private Sector Company,DynCorp,Campaign Contribution,Person,John McCain,,$450,1998
Private Sector Company,DynCorp,Campaign Contribution,Person,John McCain,,$400,2000
Private Sector Company,DynCorp International,Campaign Contribution,Person,John McCain,,"$2,500",2008
Private Sector Company,DynCorp International,PAC Contribution,Person,John McCain,,"$1,000",2010
Private Sector Company,DynCorp International,PAC Contribution,Person,Rob Portman,,"$1,000",2012
Private Sector Company,DynCorp International,PAC Contribution,Person,Tom Carper,,$500,2012
Private Sector Company,DynCorp International,PAC Contribution,Person,Ron Johnson,,$500,2012
Private Sector Company,DynCorp International,PAC Contribution,Person,Tom Carper,,"$1,660",2014
Private Sector Company,DynCorp International,PAC Contribution,Person,John McCain,,"$5,500",2016
Private Sector Company,DynCorp International,PAC Contribution,Person,Jon Tester,,"$1,000",2016
Private Sector Company,Dyncorp Aviation,Campaign Contribution,Person,Rand Paul,,$350,2016
Private Sector Company,DynCorp,Owns,Private Sector Company,DynCorp International,2,,
Private Sector Company,DynCorp,Owns,Private Sector Company,Dyncorp Aviation,2,,
Person,John F. Kelly,Advised,Private Sector Company,Dyncorp,,,
Private Sector Company,ExxonMobile,PAC Contribution,Person,Cory Booker,1,$500,
Private Sector Company,ExxonMobile,PAC Contribution,Person,Chris Coons,1,$250,
Private Sector Company,ExxonMobile,PAC Contribution,Person,Tim Kaine,1,"$1,250",
Private Sector Company,ExxonMobile,PAC Contribution,Person,Robert Menendez,1,"$3,900",
Private Sector Company,ExxonMobile,PAC Contribution,Person,Jeff Merkley,1,"$1,003",
Private Sector Company,ExxonMobile,PAC Contribution,Person,Jeanne Shaheen,1,"$2,000",
Private Sector Company,ExxonMobile,PAC Contribution,Person,Tom Udall,1,"$3,500",
Private Sector Company,ExxonMobile,PAC Contribution,Person,John Barrasso,1,"$25,000",
Private Sector Company,ExxonMobile,PAC Contribution,Person,Bob Corker,1,"$16,000",
Private Sector Company,ExxonMobile,PAC Contribution,Person,Jeff Flake,1,"$11,500",
Private Sector Company,ExxonMobile,PAC Contribution,Person,Cory Gardner,1,"$27,100",
Private Sector Company,ExxonMobile,PAC Contribution,Person,Johnny Isakson,1,"$23,000",
Private Sector Company,ExxonMobile,PAC Contribution,Person,Ron Johnson,1,"$15,835",
Private Sector Company,ExxonMobile,PAC Contribution,Person,Rand Paul,1,"$17,100",
Private Sector Company,ExxonMobile,PAC Contribution,Person,Rob Portman,1,"$20,666",
Private Sector Company,ExxonMobile,PAC Contribution,Person,James Risch,1,"$15,750",
Private Sector Company,ExxonMobile,PAC Contribution,Person,Marco Rubio,1,"$31,251",
Private Sector Company,ExxonMobile,PAC Contribution,Person,Todd Young,1,"$15,050",
Private Sector Company,Sullivan & Cromwell,PAC Contribution,Person,"Brown, Sherrod",1,"$6,550",
Private Sector Company,Sullivan & Cromwell,PAC Contribution,Person,Bob Corker,1,"$5,130",
Private Sector Company,Sullivan & Cromwell,PAC Contribution,Person,Tom Cotton,1,"$2,000",
Private Sector Company,Sullivan & Cromwell,PAC Contribution,Person,Mike Crapo,1,"$48,250",
Private Sector Company,Sullivan & Cromwell,PAC Contribution,Person,Joe Donnelly,1,"$6,500",
Private Sector Company,Sullivan & Cromwell,PAC Contribution,Person,Heidi Heitkamp,1,"$5,000",
Private Sector Company,Sullivan & Cromwell,PAC Contribution,Person,Catherine Cortez Masto,1,"$4,660",
Private Sector Company,Sullivan & Cromwell,PAC Contribution,Person,Robert Menendez,1,"$4,200",
Private Sector Company,Sullivan & Cromwell,PAC Contribution,Person,Jack Reed,1,"$7,000",
Private Sector Company,Sullivan & Cromwell,PAC Contribution,Person,Ben Sasse,1,"$2,000",
Private Sector Company,Sullivan & Cromwell,PAC Contribution,Person,Brian Schatz,1,"$5,700",
Private Sector Company,Sullivan & Cromwell,PAC Contribution,Person,Tim Scott,1,$500,
Private Sector Company,Sullivan & Cromwell,PAC Contribution,Person,Richard Shelby,1,"$72,000",
Private Sector Company,Sullivan & Cromwell,PAC Contribution,Person,Jon Tester,1,"$14,500",
Private Sector Company,Sullivan & Cromwell,PAC Contribution,Person,Thom Tillis,1,"$1,000",
Private Sector Company,Sullivan & Cromwell,PAC Contribution,Person,Pat Tommey,1,"$3,500",
Private Sector Company,Sullivan & Cromwell,PAC Contribution,Person,Chris Van Hollen,1,"$1,500",
Private Sector Company,Sullivan & Cromwell,PAC Contribution,Person,Mark Warner,1,"$46,400",
Private Sector Company,Sullivan & Cromwell,PAC Contribution,Person,Elizabeth Warren,1,"$10,015",
Person,Mitch McConnell,PAC Contribution,Person,Roy Blunt,1,"$20,000",
Person,Mitch McConnell,PAC Contribution,Person,Shelly Moore Capito,1,"$10,000",
Person,Mitch McConnell,PAC Contribution,Person,Ted Cruz,1,"$15,000",
Person,Mitch McConnell,PAC Contribution,Person,Deb Fischer,1,"$10,000",
Person,Mitch McConnell,PAC Contribution,Person,Cory Gardner,1,"$10,000",
Person,Mitch McConnell,PAC Contribution,Person,Dean Heller,1,"$15,000",
Person,Mitch McConnell,PAC Contribution,Person,James Inhofe,1,"$41,000",
Person,Mitch McConnell,PAC Contribution,Person,Ron Johnson,1,"$20,000",
Person,Mitch McConnell,PAC Contribution,Person,Jerry Moran,1,"$20,000",
Person,Mitch McConnell,PAC Contribution,Person,Dan Sullivan,1,"$10,000",
Person,Mitch McConnell,PAC Contribution,Person,John Thune,1,"$46,000",
Person,Mitch McConnell,PAC Contribution,Person,Roger Wicker,1,"$30,000",
Person,Mitch McConnell,PAC Contribution,Person,Todd Young,1,"$10,000",
Private Sector Company,Sullivan & Cromwell,Employs,Person,Jay Clayton,,,
Political Organization,"Donald Trump presidential campaign, 2016",Employs,Person,Steve Bannon,,,
Private Sector Company,Goldman Sachs,Employs,Person,Steve Bannon,,,
Government Organization,Unites States Navy,Employs,Person,Steve Bannon,,,
Private University,George Washington University,Employs,Person,Kellyanne Conway,,,
Private Sector Company,Goldman Sachs,Employs,Person,Steven Mnuchin,,,
Private Sector Company,ExxonMobil,Employs,Person,Rex W. Tillerson,,,
Private Sector Company,Sullivan & Cromwell,Employs,Person,Jay Clayton,,,
Person,Donald J. Trump,Nominated,Person,Elaine Chao,,,
Person,Donald J. Trump,Nominated,Person,Rex W. Tillerson,,,
Person,Donald J. Trump,Nominated,Person,Wilbur Ross,,,
Person,Donald J. Trump,Nominated,Person,James Mattis,,,
Person,Donald J. Trump,Nominated,Person,Betsy DeVos,,,
Person,Donald J. Trump,Nominated,Person,Rick Perry,,,
Person,Donald J. Trump,Nominated,Person,Tom Price,,,
Person,Donald J. Trump,Nominated,Person,John F. Kelly,,,
Person,Donald J. Trump,Nominated,Person,Ben Carson,,,
Person,Donald J. Trump,Nominated,Person,Jeff Sessions,,,
Person,Donald J. Trump,Nominated,Person,Andrew Puzder,,,
Person,Donald J. Trump,Nominated,Person,David Shulkin,,,
Person,Donald J. Trump,Nominated,Person,Ryan Zinke,,,
Person,Donald J. Trump,Nominated,Person,Steve Mnuchin,,,
Person,Donald J. Trump,Nominated,Person,Mick Mulvaney,,,
Person,Donald J. Trump,Nominated,Person,Linda McMahon,,,
Person,Donald J. Trump,Nominated,Person,Michael Pompeo,,,
Person,Donald J. Trump,Nominated,Person,Dan Coats,,,
Person,Donald J. Trump,Nominated,Person,Jay Clayton,,,
Person,Donald J. Trump,Nominated,Person,Gary Cohn,,,
Person,Donald J. Trump,Nominated,Person,Terry Branstad,,,
Person,Donald J. Trump,Nominated,Person,David Friedman,,,
Person,Elaine Chao,Married,Person,Mitch McConnell,2,,
Person,Rex W. Tillerson,Nominee,Cabinet Position,Secretary of State,,,
Person,Wilbur Ross,Nominee,Cabinet Position,Secretary of Commerce,,,
Person,James Mattis,Nominee,Cabinet Position,Secretary of Defense,,,
Person,Betsy DeVos,Nominee,Cabinet Position,Secretary of Education,,,
Person,Rick Perry,Nominee,Cabinet Position,Secretary of Energy,,,
Person,Tom Price,Nominee,Cabinet Position,Secretary of Health and Human Services,,,
Person,John F. Kelly,Nominee,Cabinet Position,Secretary of Homeland Security,,,
Person,Ben Carson,Nominee,Cabinet Position,Secretary of Housing and Urban Development,,,
Person,Jeff Sessions,Nominee,Cabinet Position,Attorney General,,,
Person,Andrew Puzder,Nominee,Cabinet Position,Secretary of Labor,,,
Person,Elaine Chao,Nominee,Cabinet Position,Secretary of Transportation,,,
Person,David Shulkin,Nominee,Cabinet Position,Secretary of Veterans Affairs,,,
Person,Ryan Zinke,Nominee,Cabinet Position,Secretary of the Interior,,,
Person,Steve Mnuchin,Nominee,Cabinet Position,Secretary of the Treasury,,,
Person,Mick Mulvaney,Nominee,Cabinet Position,OMB Director,,,
Person,Scott Pruitt,Nominee,Cabinet Position,EPA Administrator,,,
Person,Linda McMahon,Nominee,Cabinet Position,SBA Administrator,,,
Person,Michael Pompeo,Nominee,Cabinet Position,CIA Director,,,
Person,Dan Coats,Nominee,Cabinet Position,Director of National Intelligence,,,
Person,Jay Clayton,Nominee,Cabinet Position,SEC Chairman,,,
Person,Gary Cohn,Nominee,Cabinet Position,NEC Director,,,
Person,Terry Branstad,Nominee,Ambassador,China,,,
Person,David Friedman,Nominee,Ambassador,Israel,,,
Senate Committee,SSAF,Confirms Nominee,Cabinet Position,Secretary of Agriculture,,,
Senate Committee,SSAS,Confirms Nominee,Cabinet Position,Secretary of Defense,,,
Senate Committee,SSBK,Confirms Nominee,Cabinet Position,Secretary of Housing and Urban Development,,,
Senate Committee,SSCM,Confirms Nominee,Cabinet Position,Secretary of Commerce,,,
Senate Committee,SSCM,Confirms Nominee,Cabinet Position,Secretary of Transportation,,,
Senate Committee,SSCM,Confirms Nominee,Cabinet Position,FCC Chairman,,,
Senate Committee,SSEG,Confirms Nominee,Cabinet Position,Secretary of Energy,,,
Senate Committee,SSEG,Confirms Nominee,Cabinet Position,Secretary of the Interior,,,
Senate Committee,SSEG,Confirms Nominee,Cabinet Position,EPA Director,,,
Senate Committee,SSFI,Confirms Nominee,Cabinet Position,Secretary of the Treasury,,,
Senate Committee,SSFR,Confirms Nominee,Cabinet Position,Secretary of State,,,
Senate Committee,SSHR,Confirms Nominee,Cabinet Position,Secretary of Health and Human Services,,,
Senate Committee,SSHR,Confirms Nominee,Cabinet Position,Secretary of Education,,,
Senate Committee,SSHR,Confirms Nominee,Cabinet Position,Secretary of Labor,,,
Senate Committee,SSHR,Confirms Nominee,Cabinet Position,FDA Commissioner,,,
Senate Committee,SSGA,Confirms Nominee,Cabinet Position,Secretary of Homeland Security,,,
Senate Committee,SSJU,Confirms Nominee,Cabinet Position,Attorney General,,,
Senate Committee,SSSB,Confirms Nominee,Cabinet Position,SBA Administrator,,,
Senate Committee,SSVA,Confirms Nominee,Cabinet Position,Secretary of Veterans Affairs,,,
Senate Committee,SLIN,Confirms Nominee,Cabinet Position,Director of National Intelligence,,,
Senate Committee,SLIN,Confirms Nominee,Cabinet Position,CIA Director,,,
Senate Committee,SSFR,Confirms Nominee,Ambassador,China,,,
Senate Committee,SSFR,Confirms Nominee,Ambassador,Israel,,,
Government Organization,National Aeronautics and Space Administration,Employs,Person,Bill Nelson,1,,
Private University,Hamilton College,Employs,Person,Bernard Sanders,1,,
Private University,Harvard Kennedy School,Employs,Person,Bernard Sanders,1,,
Private University,Harvard University,Employs,Person,Lamar Alexander,1,,
Private University,Harvard University,Employs,Person,Jeanne Shaheen,1,,
Public University,Wayne State University,Employs,Person,Gary C. Peters,1,,
Public University,Florida International University,Employs,Person,Marco Rubio,1,,
Public University,University of Houston,Employs,Person,Elizabeth Warren,1,,
Private University,Harvard University,Employs,Person,Elizabeth Warren,1,,
Private University,Bowdoin College,Employs,Person,"Angus S. King, Jr.",1,,
Private University,University of Richmond School of Law,Employs,Person,Tim Kaine,1,,
Private Sector Company,IBM,Employs,Person,Thom Tillis,1,,
Person,Terry Branstad,Campaign Contribution,Person,Steven King,1,"$2,990",
Person,Terry Branstad,Campaign Contribution,Person,Tom Latham,1,"$2,500",
Person,Terry Branstad,Campaign Contribution,Person,Jeffery Lamberti,1,"$1,500",
Person,Terry Branstad,Campaign Contribution,Person,Chuck Grassley,1,"$1,250",
Person,Terry Branstad,Campaign Contribution,Person,Ben Nelson,1,"$1,250",
Person,Terry Branstad,Campaign Contribution,Person,Lamar Alexander,1,"$1,000",
Person,Ben Carson,Campaign Contribution,Person,Monica Wehby,1,"$3,000",
Person,Ben Carson,Campaign Contribution,Person,Mitt Romney,1,"$2,000",
Person,Ben Carson,Campaign Contribution,Person,Steve Forbes,1,"$1,000",
Person,Ben Carson,Campaign Contribution,Person,David Thomas,1,$800,
Person,Ben Carson,Campaign Contribution,Person,Roscoe Bartlett,1,$250,
Person,Ben Carson,Campaign Contribution,Person,Peter Beilenson,1,$250,
Person,Elaine Chao,Campaign Contribution,Person,Rand Paul,1,"$20,800",
Person,Elaine Chao,Campaign Contribution,Person,Mitch McConnell,1,"$12,500",
Person,Elaine Chao,Campaign Contribution,Person,George W. Bush,1,"$9,000",
Person,Elaine Chao,Campaign Contribution,Person,Johnny Isakson,1,"$4,000",
Person,Elaine Chao,Campaign Contribution,Person,David Vitter,1,"$4,000",
Person,Elaine Chao,Campaign Contribution,Person,Jeff Sessions,1,"$1,000",
Person,Jay Clayton,Campaign Contribution,Person,Shelly Moore Caputo,1,"$3,000",
Person,Jay Clayton,Campaign Contribution,Person,Ted Cruz,1,"$3,000",
Person,Jay Clayton,Campaign Contribution,Person,Mitt Romney,1,"$3,000",
Person,Jay Clayton,Campaign Contribution,Person,Jeb Bush,1,"$2,700",
Person,Jay Clayton,Campaign Contribution,Person,Josh Mandel,1,"$2,000",
Person,Jay Clayton,Campaign Contribution,Person,Richard Shelby,1,"$2,000",
Person,Jay Clayton,Campaign Contribution,Person,Jim Himes,1,"$1,500",
Person,Jay Clayton,Campaign Contribution,Person,Rob Portman,1,"$1,500",
Person,Jay Clayton,Campaign Contribution,Person,Cory Booker,1,"$1,000",
Person,Jay Clayton,Campaign Contribution,Person,Mike Crapo,1,"$1,000",
Person,Jay Clayton,Campaign Contribution,Person,Mike Lee,1,"$1,000",
Person,Jay Clayton,Campaign Contribution,Person,Charles Schumer,1,"$1,000",
Person,Jay Clayton,Campaign Contribution,Person,Mark Warner,1,"$1,000",
Person,Jay Clayton,Campaign Contribution,Person,Michael Bennet,1,$500,
Person,Gary Cohn,Campaign Contribution,Person,Hillary Clinton,1,"$18,950",
Person,Gary Cohn,Campaign Contribution,Person,Eric Cantor,1,"$17,401",
Person,Gary Cohn,Campaign Contribution,Person,Jon Corzine,1,"$15,000",
Person,Gary Cohn,Campaign Contribution,Person,Kevin McCarthy,1,"$10,400",
Person,Gary Cohn,Campaign Contribution,Person,John Cornyn,1,"$10,000",
Person,Gary Cohn,Campaign Contribution,Person,Jeb Hensarling,1,"$10,000",
Person,Betsy DeVoes,Campaign Contribution,Person,Monica Wehby,1,"$112,600",
Person,Betsy DeVoes,Campaign Contribution,Person,Marco Rubio,1,"$60,500",
Person,Betsy DeVoes,Campaign Contribution,Person,Justin Amash,1,"$18,700",
Person,Betsy DeVoes,Campaign Contribution,Person,Tim Walberg,1,"$17,500",
Person,Betsy DeVoes,Campaign Contribution,Person,Dan Benishek,1,"$12,500",
Person,Betsy DeVoes,Campaign Contribution,Person,Bill Huizenga,1,"$12,500",
Person,Betsy DeVoes,Campaign Contribution,Person,John McCain,1,"$10,600",
Person,Betsy DeVoes,Campaign Contribution,Person,Bill Cassidy,1,"$7,800",
Person,Betsy DeVoes,Campaign Contribution,Person,Ron Johnson,1,"$7,800",
Person,Betsy DeVoes,Campaign Contribution,Person,Rob Portman,1,"$7,800",
Person,Betsy DeVoes,Campaign Contribution,Person,Pat Toomey,1,"$7,800",
Person,Betsy DeVoes,Campaign Contribution,Person,Tim Scott,1,"$7,400",
Person,Betsy DeVoes,Campaign Contribution,Person,Roy Blunt,1,"$6,100",
Person,Betsy DeVoes,Campaign Contribution,Person,Richard Burr,1,"$5,400",
Person,Betsy DeVoes,Campaign Contribution,Person,Chuck Grassley,1,"$5,400",
Person,Betsy DeVoes,Campaign Contribution,Person,Lisa Murkowski,1,"$5,400",
Person,Betsy DeVoes,Campaign Contribution,Person,Todd Young,1,"$5,400",
Person,Betsy DeVoes,Campaign Contribution,Person,Steven Daines,1,"$5,200",
Person,Betsy DeVoes,Campaign Contribution,Person,Cory Gardner,1,"$5,200",
Person,Betsy DeVoes,Campaign Contribution,Person,Thom Tillis,1,"$5,200",
Person,Betsy DeVoes,Campaign Contribution,Person,Mitch McConnell,1,"$3,600",
Person,Betsy DeVoes,Campaign Contribution,Person,John Thune,1,"$3,000",
Person,Betsy DeVoes,Campaign Contribution,Person,Tom Cotton,1,"$2,600",
Person,Betsy DeVoes,Campaign Contribution,Person,Dan Sullivan,1,"$2,600",
Person,Betsy DeVoes,Campaign Contribution,Person,Dan Coats,1,"$2,500",
Person,Betsy DeVoes,Married,Person,Richard DeVoes,1,,
Person,Richard DeVoes,Campaign Contribution,Person,Marco Rubio,1,"$365,500",
Person,Richard DeVoes,Campaign Contribution,Person,Monica Wehby,1,"$105,200",
Person,Richard DeVoes,Campaign Contribution,Person,Justin Amash,1,"$54,175",
Person,Richard DeVoes,Campaign Contribution,Person,Bill Huizenga,1,"$27,550",
Person,Richard DeVoes,Campaign Contribution,Person,Paul Ryan,1,"$22,400",
Person,Richard DeVoes,Campaign Contribution,Person,Pat Toomey,1,"$15,600",
Person,Richard DeVoes,Campaign Contribution,Person,Rob Portman,1,"$13,200",
Person,Richard DeVoes,Campaign Contribution,Person,Thom Tillis,1,"$13,000",
Person,Richard DeVoes,Campaign Contribution,Person,Richard Burr,1,"$10,800",
Person,Richard DeVoes,Campaign Contribution,Person,Chuck Grassley,1,"$10,800",
Person,Richard DeVoes,Campaign Contribution,Person,Ron Johnson,1,"$10,800",
Person,Richard DeVoes,Campaign Contribution,Person,John McCain,1,"$10,600",
Person,Richard DeVoes,Campaign Contribution,Person,Cory Gardner,1,"$10,400",
Person,Richard DeVoes,Campaign Contribution,Person,Roy Blunt,1,"$7,800",
Person,Richard DeVoes,Campaign Contribution,Person,Bill Cassidy,1,"$7,800",
Person,Richard DeVoes,Campaign Contribution,Person,Lisa Murkowski,1,"$5,400",
Person,Richard DeVoes,Campaign Contribution,Person,Tim Scott,1,"$5,400",
Person,Richard DeVoes,Campaign Contribution,Person,Tom Cotton,1,"$5,200",
Person,Richard DeVoes,Campaign Contribution,Person,Steven Daines,1,"$5,200",
Person,Richard DeVoes,Campaign Contribution,Person,David Perdue,1,"$5,200",
Person,Richard DeVoes,Campaign Contribution,Person,Mitch McConnell,1,"$3,900",
Person,Richard DeVoes,Campaign Contribution,Person,John Thune,1,"$3,000",
Person,Richard DeVoes,Campaign Contribution,Person,Dan Sullivan,1,"$2,600",
Person,Richard DeVoes,Campaign Contribution,Person,Dan Coats,1,"$1,131",
Person,David Friedman,Campaign Contribution,Person,Tom DeLay,1,"$19,000",
Person,David Friedman,Campaign Contribution,Person,Charles Schumer,1,"$14,800",
Person,David Friedman,Campaign Contribution,Person,Rudolph Giuliani,1,"$9,600",
Person,David Friedman,Campaign Contribution,Person,Tom Daschle,1,"$8,000",
Person,David Friedman,Campaign Contribution,Person,Peter Deutsch,1,"$8,000",
Person,David Friedman,Campaign Contribution,Person,Harry Reid,1,"$4,800",
Person,David Friedman,Campaign Contribution,Person,Robert Menendez,1,"$2,100",
Person,David Friedman,Campaign Contribution,Person,John McCain,1,"$2,000",
Person,David Friedman,Campaign Contribution,Person,Mitch McConnell,1,"$2,000",
Person,Linda McMahon,Campaign Contribution,Person,Rob Portman,1,"$360,800",
Person,Linda McMahon,Campaign Contribution,Person,Joni Ernst,1,"$102,700",
Person,Linda McMahon,Campaign Contribution,Person,Mitch McConnell,1,"$15,000",
Person,Linda McMahon,Campaign Contribution,Person,Mark Warner,1,"$13,300",
Person,Linda McMahon,Campaign Contribution,Person,Tom Cotton,1,"$13,100",
Person,Linda McMahon,Campaign Contribution,Person,Richard Burr,1,"$10,800",
Person,Linda McMahon,Campaign Contribution,Person,John McCain,1,"$10,800",
Person,Linda McMahon,Campaign Contribution,Person,Marco Rubio,1,"$10,800",
Person,Linda McMahon,Campaign Contribution,Person,Bill Cassidy,1,"$10,400",
Person,Linda McMahon,Campaign Contribution,Person,Susan Collins,1,"$10,400",
Person,Linda McMahon,Campaign Contribution,Person,Steven Daines,1,"$10,400",
Person,Linda McMahon,Campaign Contribution,Person,Dan Sullivan,1,"$10,400",
Person,Linda McMahon,Campaign Contribution,Person,Thom Tillis,1,"$10,400",
Person,Linda McMahon,Campaign Contribution,Person,Lisa Murkowski,1,"$8,100",
Person,Linda McMahon,Campaign Contribution,Person,Roy Blunt,1,"$5,400",
Person,Linda McMahon,Campaign Contribution,Person,Ron Johnson,1,"$5,400",
Person,Linda McMahon,Campaign Contribution,Person,Pat Toomey,1,"$5,400",
Person,Linda McMahon,Campaign Contribution,Person,Todd Young,1,"$5,400",
Person,Linda McMahon,Campaign Contribution,Person,John Cornyn,1,"$5,200",
Person,Linda McMahon,Campaign Contribution,Person,Cory Gardner,1,"$5,200",
Person,Linda McMahon,Campaign Contribution,Person,Ben Sasse,1,"$5,200",
Person,Linda McMahon,Campaign Contribution,Person,Tim Scott,1,"$5,200",
Person,Linda McMahon,Campaign Contribution,Person,John Thune,1,"$3,000",
Person,Linda McMahon,Campaign Contribution,Person,Chuck Grassley,1,"$2,700",
Person,Linda McMahon,Campaign Contribution,Person,Rand Paul,1,"$2,700",
Person,Linda McMahon,Campaign Contribution,Person,David Perdue,1,"$2,600",
Person,Linda McMahon,Campaign Contribution,Person,Donald Trump,1,"$6,002,700",
Person,Linda McMahon,Campaign Contribution,Person,Chris Christie,1,"$565,400",
Person,Linda McMahon,Campaign Contribution,Person,Mitt Romney,1,"$160,000",
Person,Linda McMahon,Campaign Contribution,Person,Joni Ernst,1,"$102,700",
Person,Steven Mnuchin,Campaign Contribution,Person,Hillary Clinton,1,"$13,400",
Person,Steven Mnuchin,Campaign Contribution,Person,Michael Wildes,1,"$13,400",
Person,Steven Mnuchin,Campaign Contribution,Person,Mitt Romney,1,"$9,800",
Person,Steven Mnuchin,Campaign Contribution,Person,Paul Ryan,1,"$5,400",
Person,Steven Mnuchin,Campaign Contribution,Person,Donald Trump,1,"$5,400",
Person,Steven Mnuchin,Campaign Contribution,Person,Charles Schumer,1,"$2,500",
Person,Steven Mnuchin,Campaign Contribution,Person,Kamala Harris,1,"$2,000",
Person,Steven Mnuchin,Campaign Contribution,Person,Maria Cantwell,1,"$1,000",
Person,Mick Mulvaney,Campaign Contribution,Person,Jeff Landry,1,"$7,500",
Person,Mick Mulvaney,Campaign Contribution,Person,Steve Fincher,1,"$2,400",
Person,Mick Mulvaney,Campaign Contribution,Person,Lindsey Graham,1,"$2,000",
Person,Mick Mulvaney,Campaign Contribution,Person,Virginia Foxx,1,"$1,500",
Person,Mick Mulvaney,Campaign Contribution,Person,Ralph Norman,1,"$1,000",
Person,Mick Mulvaney,Campaign Contribution,Person,Johnny Isakson,1,$200,
Person,Mike Pompeo,Campaign Contribution,Person,Pat Roberts,1,"$4,850",
Person,Mike Pompeo,Campaign Contribution,Person,Todd Tiahrt,1,"$3,000",
Person,Mike Pompeo,Campaign Contribution,Person,Sam Brownback,1,"$2,000",
Person,Mike Pompeo,Campaign Contribution,Person,George W. Bush,1,"$1,000",
Person,Mike Pompeo,Campaign Contribution,Person,Nick Jordan,1,"$1,000",
Person,Mike Pompeo,Campaign Contribution,Person,Marco Rubio,1,$523,
Person,Mike Pompeo,Campaign Contribution,Person,Jerry Moran,1,$250,
Person,Tom Price,Campaign Contribution,Person,Newt Gingrich,1,"$5,800",
Person,Tom Price,Campaign Contribution,Person,Phil Gingrey,1,"$4,000",
Person,Tom Price,Campaign Contribution,Person,Paul Coverdell,1,"$2,500",
Person,Tom Price,Campaign Contribution,Person,Judy Biggert,1,"$2,000",
Person,Tom Price,Campaign Contribution,Person,George W. Bush,1,"$2,000",
Person,Tom Price,Campaign Contribution,Person,Karen Handel,1,"$2,000",
Person,Tom Price,Campaign Contribution,Person,Johnny Isakson,1,$200,
Person,Andrew Puzder,Campaign Contribution,Person,Mitt Romney,1,"$149,600",
Person,Andrew Puzder,Campaign Contribution,Person,Ted Cruz,1,"$32,400",
Person,Andrew Puzder,Campaign Contribution,Person,Marco Rubio,1,"$30,600",
Person,Andrew Puzder,Campaign Contribution,Person,Kevin McCarthy,1,"$27,400",
Person,Andrew Puzder,Campaign Contribution,Person,Carly Fiorina,1,"$22,300",
Person,Andrew Puzder,Campaign Contribution,Person,Roy Blunt,1,"$20,400",
Person,Andrew Puzder,Campaign Contribution,Person,Joni Ernst,1,"$18,100",
Person,Andrew Puzder,Campaign Contribution,Person,Cory Gardner,1,"$7,800",
Person,Andrew Puzder,Campaign Contribution,Person,John McCain,1,"$7,300",
Person,Andrew Puzder,Campaign Contribution,Person,Rob Portman,1,"$5,400",
Person,Andrew Puzder,Campaign Contribution,Person,Dianne Feinstein,1,"$5,359",
Person,Andrew Puzder,Campaign Contribution,Person,John Cornyn,1,"$5,200",
Person,Andrew Puzder,Campaign Contribution,Person,Mitch McConnell,1,"$5,200",
Person,Andrew Puzder,Campaign Contribution,Person,John Boozman,1,"$2,700",
Person,Andrew Puzder,Campaign Contribution,Person,David Perdue,1,"$2,600",
Person,Andrew Puzder,Campaign Contribution,Person,Thom Tillis,1,"$2,600",
Person,Andrew Puzder,Campaign Contribution,Person,Jeff Flake,1,"$2,000",
Person,Andrew Puzder,Campaign Contribution,Person,John Thune,1,"$2,000",
Person,Andrew Puzder,Campaign Contribution,Person,Orrin Hatch,1,"$1,000",
Person,Andrew Puzder,Campaign Contribution,Person,Tim Scott,1,"$1,000",
Person,Wilbur Ross,Campaign Contribution,Person,Mitt Romney,1,"$110,000",
Person,Wilbur Ross,Campaign Contribution,Person,Marco Rubio,1,"$25,000",
Person,Wilbur Ross,Campaign Contribution,Person,John Boehner,1,"$15,600",
Person,Wilbur Ross,Campaign Contribution,Person,Mitch McConnell,1,"$15,200",
Person,Wilbur Ross,Campaign Contribution,Person,Donald Trump,1,"$5,400",
Person,Wilbur Ross,Campaign Contribution,Person,John McCain,1,"$5,000",
Person,Wilbur Ross,Campaign Contribution,Person,Debbie Stabenow,1,"$5,000",
Person,Wilbur Ross,Campaign Contribution,Person,Bill Nelson,1,"$4,800",
Person,Wilbur Ross,Campaign Contribution,Person,Bill Cassidy,1,"$2,600",
Person,Wilbur Ross,Campaign Contribution,Person,John Cornyn,1,"$2,500",
Person,Wilbur Ross,Campaign Contribution,Person,Charles Schumer,1,"$2,000",
Person,Rex Tillerson,Campaign Contribution,Person,Mitt Romney,1,"$10,000",
Person,Rex Tillerson,Campaign Contribution,Person,Roy Blunt,1,"$7,800",
Person,Rex Tillerson,Campaign Contribution,Person,Jeb Bush,1,"$7,700",
Person,Rex Tillerson,Campaign Contribution,Person,John Cornyn,1,"$7,200",
Person,Rex Tillerson,Campaign Contribution,Person,Mitch McConnell,1,"$6,700",
Person,Rex Tillerson,Campaign Contribution,Person,John Barrasso,1,"$2,500",
